AC126283.1
C18orf15
FAM58A
AL807752.3
AC090686.1
STK4-AS1
AP001001.2
LINC01734
AL392003.1
AC074198.1
AC132825.3
AC010746.1
RNU6-1071P
AC109329.2
HM13-IT1
AC068790.5
AC010425.1
AC068058.1
AL021707.4
NPM1P28
AP000894.4
LINC02417
PPP1R12BP2
SETP4
AC108043.1
AP000439.4
AL953862.2
HSP90AA2P
RNU6-824P
AC020661.3
RNU6-1138P
RN7SL818P
MTATP6P13
AC021205.1
AC100843.2
AC237221.2
CECR3
MIR3142HG
AL031432.5
LINC00942
AC133550.2
AC137932.2
AC010551.2
LINC01520
AC092666.1
AC025809.2
AC048382.6
AC020895.2
AC005034.4
AC004637.1
AC011921.3
AC104695.3
RN7SL405P
BX664727.1
LINC01044
SMAD1-AS1
AC093768.1
AC006487.2
AC103760.1
ZNF300P1
ZNF790-AS1
MTCYBP13
AC091167.4
AC011466.1
STAG3L4
AC091182.2
SLC25A38P1
RN7SL704P
MIR320E
AC023886.1
AC108479.1
LNX1-AS2
RNU6-918P
RNU6-429P
AC006366.1
AC106799.3
IGKV1OR-3
RNA5SP84
SNORA78
TAB3-AS2
TPT1P6
AC138956.2
AC138761.3
AP006748.1
AC087164.1
AC011447.7
AC018521.7
RNA5SP44
AC010655.3
AL138799.4
AL035588.1
RPL7AP53
MIR3618
RN7SL665P
DHRSX-IT1
AC004771.1
AC010834.2
AP003721.2
AC096751.2
BNIP3P37
MTCYBP19
AC113195.1
AC095038.2
C2orf69P4
AL354718.1
AC025580.3
AL591043.1
AL022100.1
AP001267.2
SVILP1
AC141586.1
AP000959.1
CEACAMP1
RNA5SP390
AC096721.1
MTRNR2L9
RNU6-1095P
RNU6-695P
AC108463.2
AF131215.5
RNU7-46P
LINC02408
MIR3065
KYNUP3
AC079414.3
PABPC1P9
AC092423.1
RNA5SP347
AC008906.2
AC008555.1
AP001628.1
AC234781.1
RPS4XP14
AC087241.2
ABHD17AP7
MTND4LP21
SHANK2-AS1
AC126323.1
AC027045.3
AC009951.2
AC107083.1
LINC00310
LINC02437
MIR6090
EXOC3-AS1
AL390026.1
MIR3138
LINC01757
AL365220.1
AC104365.2
AC233981.1
RN7SL831P
AL354821.1
MIR5096
AC100756.3
MIR513A1
AC092069.1
AC090099.3
AC005559.1
AL031283.2
SNORD115-14
RNA5SP138
RN7SL663P
AC010223.1
LIPT1P1
FBXW7-AS1
AC009134.1
AL365199.1
MIR6793
HIST1H2APS3
LINC00106
RNU1-108P
RPL34P34
AC009464.1
AL138831.3
AC078850.1
AL161937.2
LINC00963
AL031768.1
AC211485.1
AC005746.3
CCND2-AS1
LINC00273
SNORD111
AC004453.2
AL355862.1
LINC01943
AC073651.1
LINC01028
AC008033.2
MIR5739
AC022098.1
SCGB2B3P
SLED1
TRBV22-1
AP002754.2
AC016888.1
AP001527.1
AL353133.1
GS1-279B7.1
AL691447.2
FAR2P1
AC025030.2
AP000851.2
AC022733.2
AC120057.5
AL356057.1
MTND1P9
RNU6-111P
RNU4-81P
RNU6-983P
BRD7P4
AL356806.1
RNU6-548P
FAM197Y3
AC026348.1
AF127936.1
AL359682.1
MIR449A
AL354977.2
AC078886.1
MIR3622A
AL390316.1
NPM1P21
AC115618.3
AC012531.1
AC084809.2
AL137784.3
AL928921.2
ELOCP18
AC053503.1
LINC01745
AC110373.1
ZBTB11-AS1
AL008727.1
AL136116.1
EHMT2-AS1
AC008761.1
AC037441.1
C1QTNF1-AS1
AC010680.3
AL606469.1
KRT8P9
EPHA5-AS1
AC092958.2
AL137918.1
NDUFB4P10
AC006486.2
MIR378J
AC112702.1
AC019205.3
MIR548BA
AP005435.3
AC087190.2
AC106788.1
AC079807.2
RN7SL567P
AL008626.1
AL136313.1
RPS27P16
AL135744.1
RN7SL521P
MIR6864
RPL23AP87
RNU6-1172P
AC103726.2
DUTP2
RPL23AP28
AL162726.2
AL157823.1
AL158801.5
AL035410.2
RNA5SP384
AP002404.1
AC027018.1
ST13P10
AC007342.9
AL138785.1
AC090772.3
AC007493.1
RN7SKP38
AL356441.2
DDN-AS1
AC093755.1
AL512329.2
IGLV3-30
AL022476.1
SNX3P1Y
LINC02356
RNU6-643P
AL157770.1
AL772363.1
MIR3656
PABPC1P2
Z99916.3
EEF1A1P17
MIR4790
LINC02063
AC055716.2
AC013404.1
AF238378.1
AC092384.1
AL133507.1
AC068279.1
AL157378.1
AL353729.2
DISC1-IT1
AC134878.1
MIR1-2
RN7SKP213
TAB2-AS1
RPL5P30
XGY1
AC073063.1
AC068228.1
MIR4502
MIR4313
AC124945.1
SNORD68
LINC00882
AC025678.3
AP003555.3
AC111182.1
AL389915.1
LINC01801
AC233702.2
FTX_5
AC073324.1
RNU6-1195P
AL035405.1
AC091144.1
CLIC4P1
AC004696.1
AC007967.1
OR5AK4P
AC073869.3
AC012078.1
SNORD50
Z97180.1
RNU6-89P
AL359740.1
DPY19L1P1
AC027763.1
RN7SKP182
ITPKB-AS1
AC068587.10
AL033519.1
AL513533.1
RN7SL624P
AC018558.5
AC023595.1
AL592227.1
RPS23P1
MIR382
TRAJ51
BBOX1-AS1
RNU6-794P
AL031073.1
RPS12P10
AC011476.1
AC139722.1
AL590399.4
AL136116.3
PHBP16
MTND2P15
ADAM1A
RNU6-259P
AL162394.1
AL137025.1
hsa-mir-3607
AP001020.1
LINC01832
AL132642.1
AL355812.1
AC025575.2
AL137058.1
ATP5F1P5
CICP22
RNA5SP70
AC145350.1
RNA5SP366
AL391883.1
RPL7AP73
GLIDR
AC110792.1
AC104836.2
AC026704.1
AL359764.1
AC095057.1
AL359976.1
LINC01101
AC005537.1
RNU7-188P
AC068418.2
AC245187.2
RNY1
AC097655.1
AC093292.1
TPM3P6
AC073135.1
OFD1P11Y
RPL21P6
SNORD116-29
AL356417.2
TMEM257
KRT18P2
AC233982.1
WASF5P
SNORA12
AC024220.1
MLIP-AS1
MTCO1P43
RAD51-AS1
AC007938.2
AC005009.2
GAPDHP62
AL353813.1
RAB9AP1
WBP1LP3
AC145285.1
AC021146.11
AC139530.3
AL136363.2
BX323845.2
LINC02300
RPL26P9
AC133134.1
AC007091.1
AC072022.2
RNU6-1149P
LAMA5-AS1
BOK-AS1
Metazoa_SRP
LINC01640
CTBP2P2
RPSAP10
AC009163.6
AC004494.1
AC009185.1
AL021878.2
PDZPH1P
AL022326.1
RNU1-75P
AC009320.1
DLG2-AS1_1
AKR1B1P2
RNU6-421P
AL451081.2
AC100871.2
AC121333.1
AL021368.3
AL136972.1
AC032019.1
AL583804.1
LINC02132
RHEBP2
RNU6-12P
AP000439.1
AC007922.2
AL596094.1
AC233981.2
AC100767.1
MIR7161
AL022342.1
AL135905.1
AC092802.3
AC006499.3
AC023827.2
AP001092.1
LZTS1-AS1
AC002115.1
FAF2P1
AL359918.1
RN7SL73P
AC009169.1
AL136452.1
LINC01475
UGDH-AS1
LINC01733
AC073592.6
SNORD116-18
AL645608.7
RNY3P14
AC079385.3
RNU6-1304P
AP000459.1
IMPDH1P3
AC231657.1
DDX18P5
AC023825.1
AC083806.1
BNIP3P40
AC069439.2
LINC01230
AL049651.2
AL445074.1
LINC02400
RNU6-386P
AC020910.6
AC099667.1
MIR1236
AC006077.2
AC020913.3
KLRA1P
MIR4638
AC011389.3
RNU6-107P
AL137779.2
AP000705.1
SNORD44
AC005034.5
AL136309.1
AC092436.3
AC105393.2
AC019070.1
AC233280.19
RNA5SP512
PRAL
HSPE1P20
MIR6716
RN7SL294P
RANP4
AP001056.1
AC092375.2
AC006538.1
MTND3P12
MIR4323
VTA1P2
RNA5SP435
PMS2P7
AL391361.3
AC105393.1
AC126177.2
SNX18P23
TMPOP2
AC079809.1
AC011139.1
MTND4P3
ZNF736P3Y
RN7SKP244
AL357558.1
THAP12P4
AC145207.6
AP003774.2
AC003973.1
RN7SL645P
AC097478.1
MTCO3P24
RNU6-105P
AL592103.1
MIR6875
AL359853.1
THAP12P8
ASH1L-AS1
LINC01214
MTND6P5
AC021066.1
SNORA22B
ELOVL2-AS1
AC005703.2
MIR603
AC027281.1
AC245014.3
PLUT
EEF1E1P1
AL138955.1
RPL31P61
AC105910.1
SNORD36C
AC106785.3
AP000916.1
RNU7-8P
MIR511
NKX2-1-AS1
MIR4307HG
SNORD81
GAPDHP17
RNA5SP126
AL606490.3
AC244452.4
LINC00376
AL358334.1
PHBP9
ARHGEF7-IT1
AL591767.3
AC024581.1
OR52B3P
RNU1-6P
AC004994.1
SRSF9P1
AL138831.1
STRADBP1
PRICKLE2-AS2
AC067930.5
AC005833.3
AL356277.1
AL121829.1
RNU7-130P
OR7A18P
AP000920.1
AC004875.1
AC004554.2
AC015688.8
AC026787.1
ZNF587P1
AL359195.1
IGKV2D-36
Z68871.1
AC010326.1
AC015688.6
DYNLL1P4
CLCN3P1
FAR1P1
LINC00485
AC114877.1
AC091912.1
AC137767.1
AC093535.1
AL022344.2
MIR5680
AP000787.2
HOXA11-AS1_3
OR4K12P
AC083964.1
AC068733.3
AL035252.4
SERPINA13P
RNU6-290P
AC027026.1
AC138907.3
UGT2A3P7
PRMT5P1
AC019205.2
AL359922.3
AC011363.1
AL662889.1
KLF7P1
AC022784.1
snoZ196
AC110058.1
EIF1B-AS1
AC068790.4
LINC02463
AL353593.1
AC093166.4
AC092718.2
LINC01293
AC010327.3
AL033380.1
LINC00316
RNU6-440P
SNORD115-7
AC005829.2
LINC02266
YRDCP3
AC067904.2
RNA5SP484
AC006262.4
ZNF90P1
NF1P7
RN7SKP21
KRT18P36
MTND2P12
AP001804.2
AC114939.1
RPL32P34
AC022509.2
RN7SL67P
AC055753.1
AC073311.1
RPL7P9
AC023790.2
NADK2-AS1
ST6GAL2-IT1
AC073569.3
RN7SL30P
AC140658.1
RPL7AP9
TUBB1P1
PHBP17
AC090515.3
AL359878.1
EIF4EBP2P3
MIR8070
AC104164.4
AGKP1
IGHV3-62
SFR1P2
RNU6-1050P
AC016924.1
RNU2-42P
AC005186.1
BX890604.2
CBX1P5
RNU4-24P
HNRNPA1P34
BX276092.6
AC009041.3
AL359851.1
FAM30C
RNA5SP95
AC025465.4
MIR4421
CCDC58P3
SEPT14P19
AC023449.2
AC007038.1
AL080284.1
AC008429.3
MIR4738
FO393414.2
PSMA6P4
AC008554.1
ZNF793-AS1
AL512422.1
AGBL5-IT1
AL022328.3
RBBP4P6
AL136369.1
PHBP19
AC011365.1
MTND3P6
AC135068.12
AC010326.4
PHEX-AS1
LINC00554
SEMA5A-AS1
MIR583
PCCA-AS1
FLJ31356
AC124067.3
AC124864.1
AP002784.2
AC079600.2
AC131055.2
AL360182.2
PSMB7P1
PFN1P9
NBEAP3
MTCO3P28
AL450124.1
RNU4ATAC3P
TUBB1P2
SBF2-AS1
SNORA29
MME-AS1
RPL21P7
AL450346.1
RNU2-60P
AC006987.1
AC008079.1
AL079342.2
AC007349.3
AL133243.1
MIR4493
OR7E161P
PPIAP1
SNORD107
AC005225.2
AC113418.1
MIR4455
AC015468.4
AC007375.3
AC013731.1
FBXO3-AS1
AC090582.1
AC068759.1
OR7E156P
RNU4-43P
AL049869.3
AL590490.1
AC107399.1
LINC00705
AC106827.1
AC026979.1
AC012339.1
AC002116.1
GRAMD4P6
AC121764.1
AP003031.1
AL391417.1
ATP5G1P1
MIR5579
RN7SKP109
AC098868.1
RNU6ATAC
AC103783.1
AC078883.1
DOC2GP
AC009133.3
RHOXF1-AS1
RNVU1-3
MINOS1P3
BRD7P5
AL162311.2
AC026111.1
ARHGAP26-IT1
RNU6-738P
HPRT1P3
AL591363.1
AC040896.1
LINC01521
AP005242.2
RNASEH2CP1
IKBKGP1
MIR5009
AC132219.1
RASSF1-AS1
Z97055.2
CDY8P
MIR6082
AC108463.1
MIR6128
AC099494.1
OR56B3P
RNU6-461P
MTND2P31
AC090517.1
PLAC9P1
FP700125.1
RNA5SP470
AL121672.2
AL109936.2
AC090116.1
AC129926.1
RNU6V
TIPARP-AS1
RNU4-9P
LINC00381
MIR1304
LINC02138
AC074290.1
AF274573.1
AC110285.4
AP002383.4
AC245128.1
LINC02077
LINC02421
EHD4-AS1
ABHD11-AS1
NBPF5P
AL163051.1
MYCBP2-AS2
AC100858.2
MIR4639
AC008667.1
AC011495.1
AL133355.1
AA06
AC138781.1
AP006621.4
AC008568.2
AL354733.3
AC007378.1
AL390730.2
AC011284.1
AC025428.2
AP002364.1
RNU6-437P
AC027369.5
PHB2P1
RN7SL843P
MIR8485
AC022028.1
AC022206.1
RNU6-514P
LINC01370
AC117470.1
AC012669.1
Z82190.1
LINC01168
AP006547.1
MTND1P22
AC008572.1
AC026725.1
LCN1P1
FAM90A6P
AC092120.1
CR392039.2
LINC02201
AC025165.4
AL031679.1
SNORD59
AL359091.3
RN7SL555P
MIR548F1
AL627230.1
AC012186.3
AC093831.1
AC006158.1
AL110292.1
LINC00866
RCC2P3
SEC23A-AS1
AC073909.1
LINC00857
AC027338.2
AC016831.2
SNORD109A
AP001496.2
UBE2R2-AS1
AL355500.1
MTCO1P51
RNU1-46P
IGHV3-30-2
RNU6-547P
AC015849.5
hsa-mir-548d-2
AC098848.2
AC023906.2
AC063977.3
AC007834.1
AC005592.1
AC078846.1
SNORA1
DUSP8P5
ACTR3BP1
LINC01154
AC093788.1
MIR8066
TAS2R6P
AC004453.1
PPIAP29
LINC02137
ZNF204P
AC008738.5
RNU6-829P
AC074367.1
AC243965.2
AC004069.2
AC015911.4
AC021237.1
AL137789.1
AL358074.1
AC073130.2
AC044797.1
AP001830.1
RNU6-65P
RN7SL785P
OR5AW1P
AL031008.1
OR5M7P
AL035078.2
ARMC8P1
AC011383.1
AC012362.1
MIR2052HG
AC135782.3
AC013410.1
RNU6-1207P
AL031726.1
RNU11-4P
AL583722.4
AL158824.1
TSPAN9-IT1
MIR3127
RPSAP60
AL451074.4
RNU6-39P
BPIFB5P
HNRNPA1P73
RN7SL188P
RNU6-175P
SNORD114-2
RN7SL50P
AC021087.2
PIP5K1P2
AC005480.2
OR2AL1P
AL121601.1
RNU6-651P
MIR6728
AC005523.1
AP001476.1
AC096559.1
AC021733.1
LDHAP3
LINC01738
AC017099.1
AL035423.1
RN7SKP64
Z98742.2
MIR34C
MTCYBP45
AP002340.1
GLYATL1P3
AC107909.1
TMA16P2
AC022880.2
HLA-DPA3
AC007950.1
LINC01994
RNU1-107P
PSMA2P1
PAUPAR
REXO1L10P
RNA5SP28
AC064862.2
AC087499.3
PPIAP19
AL442163.1
RNU6-326P
MIR4782
AC093117.1
AC005297.1
LINC02548
AL691432.1
AL136115.3
AL353726.1
NUTM2A-AS1
AC020905.1
AC022509.3
AC010385.1
JRKL-AS1
AL136228.1
EEF1A1P37
FAM133DP
RPL6P9
SNRPCP1
RNU6-1068P
AL121782.1
RNU7-40P
AL451061.1
AC010163.1
AC234771.1
MIR583HG
AC108210.2
AL355297.4
AL355310.1
AC006058.2
AC233702.3
MIR6078
LINC01646
ARF4P4
LINC00477
RN7SL170P
AC006329.2
SNX18P24
AC010547.6
RN7SL725P
AC007283.1
AC005920.4
RNY4P3
MIR4771-1
AC005520.4
AC118273.2
LINC00868
RN7SKP73
TSEN2P1
AC099793.1
AL117190.1
AL031666.3
AC046168.1
MIR4451
AL138962.1
AL353765.1
AL356052.1
AC025366.1
GAPDHP67
AP003119.3
AC009166.2
AC120498.10
AC073581.1
AC092053.3
AC004817.1
LINC01822
NDFIP1P1
RPL26P26
AC073648.2
AC073913.2
TCF7L1-IT1
AL049637.1
AP006565.1
NDUFB4P2
RPS27AP19
AC010186.1
MTND5P42
RNU7-25P
GLUD1P8
AC093904.4
EIF4A2P1
SNORA30
LINC01351
UPF3AP2
AC107304.1
AC107990.1
MIR6501
AC123567.2
AC090260.1
AC092017.1
AL645939.3
AP000943.2
FSIP2-AS1
AL162253.1
AL391987.4
AC026774.1
MIR4703
AC011466.3
HSPD1P14
5S_rRNA
TCEA1P1
AC090888.3
AP006222.1
OR2T32P
AL080273.1
TSSC2
AL451074.6
AL118523.1
ENPP7P13
HNRNPH1P2
METTL15P1
VN1R21P
AC091133.5
RN7SKP287
SETP16
CALM2P3
BX248123.2
AL356580.1
AC092364.1
ZMIZ1-AS1
MIR7641-2
RPL5P23
MIR3648-2
SNORD12C
AC137630.2
LINC00395
AC016717.1
AC134407.2
AL139158.1
AL354695.1
AC107396.1
AL138957.1
AC073842.2
ACTG1P15
AL031587.2
AL161932.1
NHP2P2
AC015802.3
BLZF2P
MIR3914-2
RN7SL587P
AL359258.3
AC010424.2
AL353625.1
RN7SKP77
RNA5SP447
AC129102.1
AC007014.2
LINC01783
LRRC77P
ESRG
AL136295.6
AL360013.2
RN7SL135P
AC245060.4
AC012616.1
AC090236.2
AL451049.1
AC104408.1
AL391704.3
AL136526.1
MTND4LP7
AC005261.2
AC073592.3
MIR3186
SLC2AXP1
AP005901.1
AC090517.2
AL110503.1
SNORD14B
WT1-AS
AC073578.1
AL139042.1
AC107068.2
GAPDHP29
AL589743.7
RN7SL717P
AC100849.1
AC010618.2
AL050341.2
TMEM191A
KRT8P2
AL133163.1
C21orf91-OT1
RNU6-242P
AL158013.1
AC113208.4
AC132872.3
AL451086.1
AC099329.1
AL451062.2
AP001058.1
AL691497.1
RN7SKP157
OR9A1P
MAPKAPK5P1
NACAP2
SNORD37
AL662799.1
RPAP2P1
JPX_2
RNA5SP367
RNU6-550P
RPS4XP5
AC010331.1
ZYG11AP1
AP002469.1
RN7SKP146
AC098583.1
AC026421.1
AL354710.1
HNRNPA1P15
NPM1P27
RAB1C
RN7SL741P
AC112198.2
AC073346.1
AC090281.1
MIR2276
RN7SL172P
MIR4306
PCBP2P3
RNU6-974P
LINC01638
AC068790.6
AC008556.1
AP002833.2
AC027279.4
AC244090.1
AL032819.1
RN7SL794P
MRPL57P6
AC010141.2
MIR3620
AC093422.3
RN7SKP282
AL390037.1
AC087893.2
AP003352.1
AC010761.1
AL161729.1
RN7SL630P
AC022447.5
SERPINH1P1
AC015722.1
SCARNA5
CR392000.2
Z97205.2
AC083843.2
AC007731.3
IGHV3-6
AC234775.3
RNU7-181P
AC007318.1
AC124784.1
RPL21P2
MIR4436A
RN7SL492P
AC005746.2
SRSF1P1
RNA5SP372
RNU6ATAC32P
AC011466.4
AC068137.2
AC116345.2
AL136309.3
SNORA80E
CYCSP39
AL034380.1
AC009630.1
AL021939.1
KIRREL3-AS3
SNORA65
AC005822.1
AC097468.3
SNORD45
HMGN1P33
AC093909.4
AC064862.7
LINC01034
AL136100.1
AL121820.2
AP000787.3
AC243961.1
AC003102.1
SLC25A6P4
SOX2OT_exon1
AC010320.1
AC016831.4
VPS26AP1
RNA5SP134
AC076968.1
AC020892.2
RNU6-6P
AP001000.1
RNU6-912P
LINC00437
MIR4486
RPS24P6
AC231981.1
AC079395.1
AC245884.3
MIR4796
MTCO3P9
AF254982.1
PACRG-AS1
AC006296.2
AC005776.1
AL358332.1
AC018555.1
AC008667.4
RNU6-271P
AC007014.1
P3H2-AS1
SNORD13
ITPK1-AS1
DUX4L33
AC126177.8
AL731537.1
AL499616.1
DNAJC8P1
RNU6-559P
AL078604.1
LINC01233
RBMY2YP
AC130456.5
AC012613.2
RNA5SP219
MIR7850
TMEM97P2
AL137786.1
AC011726.3
AL121821.2
AL138799.3
MIR3199-2
SFTPD-AS1
CU634019.1
CR383656.4
AC015853.1
MIR4437
HNRNPA3P8
AC091488.1
RN7SL180P
AC233263.6
AL359644.1
AC115619.1
AC010761.3
MIR4760
MIR1291
AC022217.4
MIR8075
AC099850.3
TUBB3P1
RN7SL385P
ZNF965P
RPS3AP49
AP000317.1
AL353621.2
SNORA79B
RN7SL478P
RPL22P22
PRKAG2-AS1
MIR941-1
AC004923.4
RNU6-822P
AC096725.1
LINC02364
MIR548I1
TAF9BP1
AC003043.1
CYCSP4
AC068647.2
DPY19L1P2
AC007370.1
MIR6884
AL590652.1
BX649567.1
MIR429
IGKV1OR22-5
AC025253.1
MIR6730
AC020765.3
AL022315.1
AF165147.1
PES1P2
LINC02133
HMGN2P47
AC116447.1
ATP6V0CP1
FOXD3-AS1
AL356458.1
AP001784.1
AC007992.1
RPL39P38
RNA5S15
AC126603.1
SNRPBP1
RNU6-604P
RPL23AP14
AC002398.1
AC024597.1
AC105243.1
MCM3AP-AS1
NEAT1
RNU6-29P
CDV3P1
AP006259.1
AC023232.1
OR7E33P
USP9YP31
AC068620.2
AL158032.2
SCARNA1
AL031281.2
AC005868.1
AC120024.1
RPL23AP33
AC099521.1
AC010181.1
AC104211.1
RNA5SP306
AF067845.4
AC007406.5
VDAC1P4
AC016907.2
AC130304.1
RNU6ATAC3P
AL360013.1
NDUFB5P2
AL031599.1
TTTY14
AC241377.2
AC025574.2
AL031123.3
MIRLET7G
CLEC12A-AS1
AC000111.1
LINC02207
AL137802.1
AC096746.1
LINC00884
AC078795.1
AC012358.3
AC009127.3
PHBP13
AL365436.2
HCG15
AC002472.1
AP005435.2
RN7SL793P
MIR376C
FAM92A1P1
AL451139.1
DEFA7P
AC098487.1
ABCD1P4
AC007066.1
AC012618.3
AC107918.3
RNU6-55P
MEOX2-AS1
MIR6778
AP006248.5
AL049869.1
AC022874.1
MIR4262
MIR548N
AC233280.20
AP002026.1
MTND3P10
RNA5SP180
RNA5SP433
AC041040.2
AL355483.3
AL158196.1
SOX2OT_exon3
RPL37AP1
AC018495.1
RPL10P3
MTND4P13
AC092611.3
RPL7P21
AC133919.3
AC036176.1
TMEM212-IT1
AC012557.3
PLCL2-AS1
AC005670.1
AL161757.4
AC008517.1
RPL41P2
MIR8088
AC105094.2
RPL19P20
MORF4L1P3
AC004853.2
AC092910.2
AC103808.6
AC113133.1
AP000550.4
AC073188.4
AC007406.4
NIPA2P1
MIR8086
AC090638.1
AC013400.1
RNU7-192P
USP9YP29
AL691432.2
AC097462.1
AC060773.1
RNU6-823P
AC010967.2
SLC14A2-AS1
AC104109.1
AC009041.4
DNM1P41
A2ML1-AS1
AC011484.1
MTND4LP18
RNA5SP482
RNA5SP516
AL357078.3
AC008434.1
MIR4698
AC090193.1
KCNJ6-AS1
RPL17P45
HMGN1P15
ABCB10P3
CU634019.2
RN7SL585P
AC011716.1
RPL36P16
AL591438.2
IGHV3-36
RNA5S3
AC084346.2
SNORD25
AC011726.1
FXYD6P1
AC093722.1
AC007278.2
RNU6-115P
AC007619.2
ARF1P3
HCG4P8
AL137127.1
AC004840.1
AC138207.8
AC110048.2
ZFAT-AS1_3
AC026471.2
AL390730.1
LINC02331
RPL21P133
AL355314.1
RNU6-1239P
RNU6-635P
SCARNA21B
AC099063.1
CICP10
AC114755.4
MIR296
LINC02444
AC008622.3
RNA5SP49
MIR7158
FAM225B
AC011465.1
AC097501.1
GTF2IRD1P1
AL513365.1
SNAI1P1
AC004836.1
PRR29-AS1
SNORD116-28
LINC01744
AC106901.1
MIR4757
DPPA2P3
LINC00958
AC245047.2
GNRHR2P1
AC060234.3
AC018553.2
RNA5SP331
AC010141.1
AP000892.3
RNU6-113P
AC005614.1
LINC00574
RNA5SP292
MIR300
AC138832.1
RNA5SP181
AP000692.2
RNA5SP466
AC004792.1
AL355298.1
RNU6-1270P
XRCC6P5
RPS29P3
AC004965.1
AC008040.1
AC079907.1
AC236972.2
AC100827.1
OR4G1P
AC005094.1
AP001437.1
DUXAP8
AC092301.1
RN7SKP204
AC103563.1
AC111000.2
PSMC1P7
VN1R40P
AL133338.1
ASAP1-IT2
UBE2L4
AC079203.2
AC005578.1
AC079329.1
AC010486.3
PNLIPP1
ARHGAP31-AS1
AL162615.1
AP000533.2
OR4A2P
AC104978.1
AC244097.1
AC074133.1
AL773545.2
LINC02320
AC092650.2
AC091152.3
CR382287.2
AC084879.2
LINC02526
GNL3LP1
RNU4-36P
SNHG14
AC073283.2
RNU6-174P
AC025259.1
LINC01258
AC114730.1
AC007228.1
AC087893.1
AC108174.1
AC211486.4
AC008489.1
AC021151.1
RPL23AP15
AC068787.1
RNU7-71P
AC012572.1
CFL1P1
AL450992.2
RNU6-694P
RNU6-1252P
AC008413.1
GATA3-AS1
AC068305.1
AC087257.2
RPS26P47
AC022069.1
AC099489.3
AJ239318.1
RNU6-726P
AC024067.1
AC007278.1
AL596275.1
AC003092.1
AC019257.1
LINC00383
RN7SKP263
Z93929.1
AC097359.1
RNU7-116P
MTND4P29
RNU7-2P
AC093166.3
AC106052.1
PIEZO1P1
AC091564.4
EIF3KP2
AC126177.1
RNU7-28P
AC074257.1
AC009107.2
AL357084.1
AC122688.1
AC025752.1
KRT17P1
AL591686.1
MIR548AB
RPL7P33
AC091769.2
BX322234.1
AP000435.2
AC079741.1
RNU6-177P
AC009171.2
RNU6-170P
MIR367
VTI1BP3
NPM1P25
AC018767.3
AP000866.5
AC140479.7
LINC01352
LINC02487
AC007610.2
AC010999.2
NDUFB4P1
AC090617.6
AC022762.2
AL049548.1
AC105245.1
AP002761.1
RN7SKP170
AC015921.1
INTS6-AS1
AC097634.2
AC100791.1
MIR8057
SNORD50B
NFIA-AS1
RN7SL339P
KRT18P68
TAS2R62P
AC008738.4
DUX4L12
AC100858.1
